id,start_date,end_date,property_id,guest_id
1015173,2016-02-21,2016-03-10,234,572
1015174,2023-02-15,2023-03-09,489,280
1015175,2022-04-12,2022-05-07,391,760
1015176,2020-07-09,2020-07-10,91,67
1015177,2019-11-09,2019-11-16,799,431
1015178,2020-05-01,2020-05-02,602,631
1015179,2021-09-15,2021-09-25,946,352
1015180,2019-07-23,2019-08-21,326,1
1015181,2021-07-05,2021-07-06,494,687
1015182,2018-05-09,2018-05-16,533,132
1015183,2015-02-28,2015-03-27,533,540
1015184,2021-06-14,2021-06-29,794,713
1015185,2018-03-27,2018-04-21,595,353
1015186,2016-06-10,2016-07-03,867,58
1015187,2022-10-19,2022-10-23,701,38
1015188,2021-05-04,2021-05-15,831,124
1015189,2016-10-28,2016-11-14,237,534
1015190,2015-03-03,2015-03-13,547,709
1015191,2014-09-14,2014-09-15,283,265
1015192,2019-05-14,2019-06-06,839,290
1015193,2021-05-02,2021-05-09,10,203
1015194,2017-12-06,2017-12-11,994,710
1015195,2021-04-22,2021-04-26,798,146
1015196,2021-06-07,2021-06-21,903,945
1015197,2020-12-01,2020-12-14,80,433
1015198,2021-08-04,2021-08-24,921,609
1015199,2016-11-21,2016-11-26,952,105
1015200,2020-11-04,2020-12-01,937,770
1015201,2020-01-21,2020-02-05,450,96
1015202,2020-12-21,2020-12-27,740,865
1015203,2021-11-24,2021-12-02,135,698
1015204,2020-05-17,2020-06-12,921,522
1015205,2015-12-18,2016-01-06,739,493
1015206,2017-08-04,2017-08-20,633,560
1015207,2014-10-07,2014-10-24,193,127
1015208,2019-03-06,2019-03-26,820,75
1015209,2018-04-20,2018-04-20,840,650
1015210,2021-06-25,2021-07-05,609,698
1015211,2022-04-05,2022-04-23,433,47
1015212,2018-03-26,2018-04-23,823,819
1015213,2014-07-31,2014-08-21,156,216
1015214,2020-11-08,2020-11-29,186,844
1015215,2022-10-31,2022-11-19,364,409
1015216,2023-07-15,2023-08-13,33,260
1015217,2019-04-11,2019-04-18,475,937
1015218,2018-05-20,2018-06-05,5,323
1015219,2016-10-07,2016-10-07,421,180
1015220,2016-06-29,2016-07-03,507,945
1015221,2016-10-02,2016-10-06,548,378
1015222,2021-01-31,2021-02-06,705,995
1015223,2018-06-21,2018-07-15,775,271
1015224,2015-01-08,2015-01-19,134,572
1015225,2017-04-12,2017-05-08,718,113
1015226,2021-07-29,2021-08-07,691,77
1015227,2018-09-02,2018-09-16,636,518
1015228,2017-04-12,2017-04-12,483,975
1015229,2023-09-08,2023-09-30,21,25
1015230,2015-11-19,2015-11-24,382,997
1015231,2021-06-10,2021-07-05,674,498
1015232,2021-03-02,2021-03-06,229,796
1015233,2022-10-08,2022-10-18,92,771
1015234,2014-11-21,2014-12-05,765,511
1015235,2018-08-25,2018-09-04,428,391
1015236,2014-11-12,2014-11-19,739,484
1015237,2023-01-05,2023-01-09,776,747
1015238,2023-07-10,2023-07-24,845,232
1015239,2020-01-18,2020-01-20,617,481
1015240,2021-05-03,2021-05-20,436,102
1015241,2019-06-29,2019-07-21,974,287
1015242,2023-11-08,2023-12-02,991,656
1015243,2021-02-05,2021-03-03,854,360
1015244,2016-03-04,2016-03-21,89,154
1015245,2021-01-14,2021-01-30,765,215
1015246,2020-08-29,2020-09-16,499,302
1015247,2019-08-17,2019-08-28,178,144
1015248,2021-05-07,2021-05-13,981,818
1015249,2018-12-04,2018-12-28,95,202
1015250,2023-06-29,2023-07-02,918,149
1015251,2021-01-24,2021-01-24,899,209
1015252,2018-04-09,2018-05-04,438,793
1015253,2021-04-03,2021-04-20,519,19
1015254,2022-03-24,2022-04-15,343,410
1015255,2020-11-09,2020-11-19,415,554
1015256,2018-05-24,2018-06-09,859,527
1015257,2015-07-31,2015-08-18,490,577
1015258,2021-10-27,2021-11-12,637,656
1015259,2017-05-07,2017-05-10,94,79
1015260,2020-12-09,2020-12-10,938,683
1015261,2016-04-14,2016-04-14,967,705
1015262,2015-12-11,2016-01-04,773,88
1015263,2017-09-01,2017-09-04,633,453
1015264,2015-12-06,2016-01-03,634,406
1015265,2018-07-29,2018-08-14,934,91
1015266,2023-06-05,2023-07-03,333,380
1015267,2023-03-27,2023-04-05,59,807
1015268,2020-04-19,2020-05-18,575,291
1015269,2016-09-02,2016-09-20,414,403
1015270,2018-08-07,2018-08-13,820,331
1015271,2020-02-01,2020-02-02,884,142
1015272,2020-02-17,2020-02-26,2,9
1015273,2016-02-14,2016-02-20,56,79
1015274,2021-02-10,2021-02-20,145,563
1015275,2015-01-22,2015-02-15,143,761
1015276,2019-08-30,2019-09-03,267,587
1015277,2021-10-01,2021-10-01,291,379
1015278,2022-12-24,2023-01-07,838,566
1015279,2023-06-25,2023-07-06,968,832
1015280,2022-10-20,2022-11-08,479,179
1015281,2018-05-02,2018-05-23,239,107
1015282,2021-05-13,2021-05-13,654,10
1015283,2021-12-23,2022-01-13,938,381
1015284,2022-01-06,2022-01-18,668,473
1015285,2018-02-07,2018-02-14,134,358
1015286,2020-03-17,2020-03-23,517,114
1015287,2018-06-27,2018-07-14,468,538
1015288,2023-07-09,2023-07-21,686,354
1015289,2018-04-04,2018-04-05,578,896
1015290,2015-07-14,2015-07-21,901,617
1015291,2015-12-12,2015-12-23,797,784
1015292,2017-05-28,2017-06-03,677,215
1015293,2020-06-04,2020-06-09,679,947
1015294,2018-11-05,2018-11-05,114,271
1015295,2019-12-07,2019-12-16,316,58
1015296,2020-05-05,2020-05-05,486,907
1015297,2023-07-07,2023-08-03,403,849
1015298,2019-02-23,2019-03-01,474,456
1015299,2021-05-18,2021-06-05,579,90
1015300,2017-06-18,2017-06-21,344,792
1015301,2023-05-22,2023-06-06,651,544
1015302,2014-07-05,2014-07-20,110,996
1015303,2023-04-24,2023-05-10,678,498
1015304,2018-04-25,2018-05-17,420,645
1015305,2023-03-24,2023-04-18,694,94
1015306,2022-08-22,2022-08-24,272,748
1015307,2020-08-10,2020-08-16,901,547
1015308,2017-12-07,2017-12-18,489,605
1015309,2016-09-09,2016-09-17,551,371
1015310,2022-07-15,2022-08-09,197,403
1015311,2022-06-11,2022-06-15,194,435
1015312,2023-02-24,2023-03-19,177,869
1015313,2019-06-23,2019-07-06,662,282
1015314,2019-11-06,2019-11-15,541,878
1015315,2018-09-28,2018-10-01,780,189
1015316,2020-10-17,2020-11-10,368,19
1015317,2018-06-25,2018-07-24,178,716
1015318,2017-11-24,2017-12-16,538,405
1015319,2015-12-24,2015-12-31,612,148
1015320,2020-12-16,2020-12-25,497,330
1015321,2023-02-01,2023-02-01,751,418
1015322,2023-04-07,2023-04-28,508,434
1015323,2014-11-07,2014-11-25,709,553
1015324,2014-09-03,2014-09-15,438,287
1015325,2018-01-25,2018-02-01,331,499
1015326,2014-08-08,2014-08-13,746,657
1015327,2023-07-07,2023-07-14,384,122
1015328,2015-08-30,2015-09-13,235,198
1015329,2022-03-14,2022-03-24,106,188
1015330,2021-01-01,2021-01-04,925,422
1015331,2014-07-18,2014-08-10,401,747
1015332,2017-05-22,2017-06-17,100,648
1015333,2015-02-02,2015-02-05,890,296
1015334,2020-10-04,2020-10-22,753,499
1015335,2017-09-09,2017-10-02,957,28
1015336,2019-12-28,2019-12-28,918,386
1015337,2019-01-13,2019-01-25,423,170
1015338,2017-10-18,2017-11-02,908,504
1015339,2019-01-07,2019-01-09,198,235
1015340,2021-11-22,2021-12-11,329,435
1015341,2022-07-28,2022-08-15,493,731
1015342,2020-05-26,2020-06-20,455,609
1015343,2020-05-23,2020-05-24,625,28
1015344,2019-07-10,2019-07-17,720,542
1015345,2015-06-09,2015-06-27,974,815
1015346,2014-10-08,2014-10-26,131,265
1015347,2021-10-08,2021-10-31,304,697
1015348,2020-06-05,2020-06-21,633,513
1015349,2023-10-11,2023-10-19,197,60
1015350,2019-03-30,2019-04-17,373,404
1015351,2021-04-27,2021-04-30,157,894
1015352,2022-07-26,2022-08-14,723,941
1015353,2019-09-24,2019-10-07,645,918
1015354,2022-04-06,2022-04-16,629,375
1015355,2018-06-13,2018-07-01,543,819
1015356,2021-01-01,2021-01-05,652,606
1015357,2014-10-12,2014-10-24,937,350
1015358,2019-04-15,2019-04-28,124,483
1015359,2021-12-18,2022-01-04,395,998
1015360,2015-11-02,2015-11-17,908,782
1015361,2022-06-19,2022-07-13,618,86
1015362,2015-07-25,2015-08-02,235,562
1015363,2014-08-05,2014-08-15,479,535
1015364,2020-12-31,2021-01-21,285,23
1015365,2015-09-09,2015-10-01,606,274
1015366,2016-01-17,2016-01-30,826,15
1015367,2017-01-18,2017-02-02,582,619
1015368,2018-02-18,2018-02-25,319,915
1015369,2017-02-18,2017-03-03,637,857
1015371,2015-08-20,2015-09-07,901,328
1015372,2019-11-28,2019-12-08,963,627
1015373,2018-07-05,2018-07-28,93,976
1015374,2015-04-16,2015-05-12,97,56
1015375,2021-10-22,2021-11-05,962,628
1015376,2022-03-11,2022-04-05,102,92
1015377,2019-11-30,2019-12-06,658,866
1015378,2021-07-01,2021-07-02,261,404
1015379,2015-02-16,2015-02-22,497,788
1015380,2015-01-01,2015-01-08,398,872
1015381,2018-07-07,2018-07-13,961,828
1015382,2016-09-04,2016-09-26,804,842
1015383,2017-01-01,2017-01-19,625,329
1015384,2020-06-21,2020-07-03,815,256
1015385,2017-11-01,2017-11-25,587,235
1015386,2014-05-28,2014-06-20,774,223
1015387,2023-07-16,2023-08-08,896,315
1015388,2020-07-31,2020-08-17,68,300
1015389,2018-10-09,2018-10-28,190,902
1015390,2022-01-08,2022-01-24,459,945
1015391,2020-07-14,2020-08-10,156,98
1015392,2020-06-02,2020-06-16,684,946
1015393,2015-06-21,2015-07-13,717,545
1015394,2014-07-02,2014-07-30,803,602
1015395,2015-03-01,2015-03-20,796,572
1015396,2017-08-28,2017-09-03,70,789
1015397,2021-04-08,2021-05-03,28,816
1015398,2023-04-24,2023-05-02,846,652
1015399,2015-02-22,2015-03-13,606,235
1015400,2017-02-06,2017-03-03,515,363
1015401,2020-03-08,2020-03-29,792,113
1015402,2022-11-25,2022-12-14,578,229
1015403,2019-04-17,2019-04-19,969,515
1015404,2021-08-03,2021-08-17,264,354
1015405,2018-06-27,2018-07-06,90,862
1015406,2023-03-04,2023-03-29,2,679
1015407,2022-03-05,2022-04-01,322,923
1015408,2015-09-10,2015-09-18,488,601
1015409,2022-02-08,2022-02-20,679,663
1015410,2017-03-17,2017-04-04,171,380
1015411,2023-07-14,2023-07-14,604,485
1015412,2020-04-08,2020-04-09,50,769
1015413,2018-11-09,2018-12-01,167,772
1015414,2018-05-31,2018-06-01,476,926
1015415,2019-06-17,2019-06-22,160,93
1015416,2017-07-08,2017-08-02,725,573
1015417,2022-07-29,2022-08-17,228,214
1015418,2020-09-07,2020-10-06,644,610
1015419,2020-06-01,2020-06-07,811,508
1015420,2018-06-01,2018-06-04,204,344
1015421,2022-01-18,2022-02-08,753,706
1015422,2020-11-16,2020-11-16,895,103
1015423,2015-12-01,2015-12-17,16,308
1015424,2021-01-01,2021-01-05,520,922
1015425,2017-03-07,2017-03-13,568,422
1015426,2020-11-14,2020-11-18,585,453
1015427,2021-07-28,2021-08-02,666,639
1015428,2019-12-01,2019-12-01,238,556
1015429,2023-08-07,2023-08-09,379,257
1015430,2015-06-10,2015-06-28,44,976
1015431,2018-01-19,2018-02-10,819,965
1015432,2017-09-26,2017-10-23,903,398
1015433,2018-05-12,2018-05-29,464,160
1015434,2021-12-27,2021-12-28,38,496
1015435,2023-06-11,2023-06-30,630,96
1015436,2014-12-06,2014-12-06,429,39
1015437,2018-04-02,2018-04-10,669,74
1015438,2022-07-15,2022-07-25,869,658
1015439,2020-02-26,2020-02-28,109,564
1015440,2022-08-10,2022-08-23,878,528
1015441,2022-08-19,2022-09-14,347,802
1015442,2022-11-26,2022-12-24,661,197
1015443,2016-07-19,2016-08-16,335,9
1015444,2023-09-24,2023-10-02,691,320
1015445,2014-11-14,2014-11-19,949,321
1015446,2021-10-10,2021-10-19,392,331
1015447,2021-09-21,2021-10-04,809,641
1015448,2017-02-28,2017-03-12,486,733
1015449,2021-01-02,2021-01-18,730,942
1015450,2018-01-22,2018-02-06,723,822
1015451,2015-05-08,2015-05-17,505,808
1015452,2016-05-24,2016-05-27,974,272
1015453,2017-01-16,2017-02-02,221,799
1015454,2022-04-29,2022-05-27,923,262
1015455,2022-12-12,2022-12-30,425,959
1015456,2015-12-13,2015-12-18,520,658
1015457,2021-01-16,2021-01-19,964,34
1015458,2021-01-01,2021-01-09,441,2
1015459,2020-09-15,2020-10-11,759,842
1015460,2020-06-27,2020-06-30,689,133
1015461,2015-03-28,2015-04-11,185,278
1015462,2022-10-21,2022-10-25,856,534
1015463,2018-07-26,2018-08-11,527,753
1015464,2018-01-30,2018-02-23,883,471
1015465,2016-06-27,2016-07-23,474,551
1015466,2021-02-19,2021-03-08,221,185
1015467,2015-05-29,2015-06-20,797,17
1015468,2023-08-26,2023-08-28,20,412
1015469,2018-11-20,2018-12-13,19,692
1015470,2017-05-29,2017-06-21,639,974
1015471,2023-05-11,2023-06-01,85,209
1015472,2017-10-08,2017-10-09,239,289
1015473,2022-11-06,2022-11-06,656,703
1015474,2017-11-02,2017-11-23,404,615
1015475,2019-06-20,2019-07-06,260,511
1015476,2020-01-05,2020-01-08,27,567
1015477,2022-09-15,2022-10-03,734,424
1015478,2016-12-04,2016-12-28,993,997
1015479,2019-10-29,2019-11-18,137,827
1015480,2016-02-17,2016-02-24,465,72
1015481,2019-07-11,2019-08-09,854,951
1015482,2018-03-22,2018-04-15,333,186
1015483,2023-01-01,2023-01-06,38,383
1015484,2018-11-06,2018-11-12,157,292
1015485,2016-04-11,2016-04-24,305,829
1015486,2017-02-07,2017-02-18,25,360
1015487,2019-10-08,2019-10-15,111,600
1015488,2019-06-12,2019-07-09,90,855
1015489,2021-01-10,2021-01-29,616,332
1015490,2018-09-06,2018-10-04,883,224
1015491,2015-08-24,2015-09-19,845,400
1015492,2015-12-16,2016-01-11,197,718
1015493,2019-12-09,2019-12-29,212,530
1015494,2018-11-03,2018-11-06,851,383
1015495,2016-11-10,2016-12-06,703,177
1015496,2022-12-07,2023-01-04,479,731
1015497,2015-01-15,2015-01-15,496,495
1015498,2018-11-16,2018-12-11,634,659
1015499,2019-10-10,2019-10-24,356,743
1015500,2016-10-20,2016-11-11,42,867
1015501,2016-05-17,2016-06-14,933,837
1015502,2021-09-06,2021-09-16,287,661
1015503,2017-01-23,2017-02-20,171,475
1015504,2016-07-12,2016-07-12,538,302
1015505,2019-12-30,2020-01-08,430,294
1015506,2015-07-23,2015-08-13,49,630
1015507,2021-02-16,2021-03-11,619,441
1015508,2014-09-28,2014-10-06,302,238
1015509,2016-06-24,2016-07-19,896,939
1015510,2022-04-26,2022-04-29,990,215
1015511,2018-11-20,2018-12-19,552,486
1015512,2014-11-26,2014-12-16,227,317
1015513,2015-05-19,2015-06-15,693,768
1015514,2021-03-29,2021-04-12,57,10
1015515,2017-08-03,2017-08-15,856,551
1015516,2016-01-30,2016-02-28,680,331
1015517,2018-08-23,2018-09-15,882,181
1015518,2015-03-10,2015-04-03,599,665
1015519,2020-07-20,2020-08-11,936,796
1015520,2019-01-08,2019-02-01,669,918
1015521,2020-01-18,2020-02-02,388,634
1015522,2014-06-05,2014-07-03,122,286
1015523,2017-01-11,2017-02-02,808,504
1015524,2022-08-28,2022-09-22,218,429
1015525,2019-01-22,2019-01-27,770,982
1015526,2022-03-21,2022-04-13,31,452
1015527,2014-12-24,2015-01-16,623,930
1015528,2018-03-05,2018-03-06,68,994
1015529,2016-01-31,2016-02-28,555,599
1015530,2022-06-08,2022-07-06,664,443
1015531,2019-10-28,2019-10-31,311,482
1015532,2015-02-05,2015-03-03,564,625
1015533,2021-10-23,2021-10-28,673,346
1015534,2023-06-07,2023-06-26,313,943
1015535,2022-04-21,2022-05-20,987,238
1015536,2021-04-13,2021-04-23,304,912
1015537,2022-09-13,2022-10-12,31,362
1015538,2015-03-31,2015-04-03,148,696
1015539,2018-11-04,2018-11-27,246,428
1015540,2021-11-23,2021-12-11,195,667
1015541,2020-08-11,2020-09-06,431,157
1015542,2022-10-04,2022-10-06,314,861
1015543,2021-02-18,2021-03-11,450,812
1015544,2017-06-09,2017-06-24,179,431
1015545,2018-04-12,2018-04-25,950,400
1015546,2015-01-12,2015-02-01,951,990
1015547,2017-02-02,2017-02-15,407,858
1015548,2016-11-26,2016-12-11,292,434
1015549,2021-08-02,2021-08-16,181,330
1015550,2017-12-04,2017-12-30,387,328
1015551,2022-11-17,2022-12-01,89,549
1015552,2018-09-09,2018-09-26,391,711
1015553,2021-10-19,2021-10-31,328,921
1015554,2021-09-24,2021-10-07,979,772
1015555,2022-11-11,2022-11-11,80,737
1015556,2016-08-06,2016-08-11,186,779
1015557,2020-11-22,2020-12-09,198,142
1015558,2017-02-06,2017-02-20,888,202
1015559,2022-03-04,2022-04-02,620,307
1015560,2014-08-27,2014-09-03,823,668
1015561,2023-04-03,2023-04-30,643,545
1015562,2018-12-24,2018-12-30,610,747
1015563,2014-10-12,2014-10-13,919,352
1015564,2021-03-20,2021-03-24,81,988
1015565,2020-07-20,2020-08-18,255,879
1015566,2019-05-18,2019-05-31,207,776
1015567,2021-09-16,2021-09-28,208,151
1015568,2014-05-23,2014-05-27,261,172
1015569,2015-11-28,2015-12-25,302,419
1015570,2017-03-20,2017-04-12,718,330
1015571,2017-01-03,2017-01-11,724,12
1015572,2023-01-25,2023-01-28,500,630
1015573,2019-12-19,2019-12-23,456,674
1015574,2017-03-14,2017-04-08,557,743
1015575,2021-07-15,2021-07-15,627,684
1015576,2021-11-30,2021-12-22,287,808
1015577,2022-09-26,2022-09-26,409,822
1015578,2022-03-12,2022-03-22,952,388
1015579,2016-09-18,2016-10-16,889,492
1015580,2020-04-14,2020-04-21,407,401
1015581,2015-09-15,2015-10-05,890,715
1015582,2018-03-20,2018-04-08,753,574
1015583,2019-02-15,2019-03-08,542,335
1015584,2022-10-27,2022-11-06,349,879
1015585,2018-10-20,2018-10-31,901,146
1015586,2014-08-09,2014-09-07,439,346
1015587,2020-08-16,2020-09-14,58,860
1015588,2018-06-04,2018-06-09,315,494
1015589,2022-01-18,2022-02-07,827,283
1015590,2020-12-05,2020-12-16,560,817
1015591,2019-04-05,2019-04-18,156,53
1015592,2017-11-08,2017-11-27,470,410
1015593,2019-07-20,2019-07-21,864,421
1015594,2019-09-07,2019-10-02,994,873
1015595,2017-06-10,2017-06-28,868,318
1015596,2018-09-30,2018-10-06,791,209
1015597,2020-11-22,2020-12-03,977,65
1015598,2023-02-14,2023-02-18,869,160
1015599,2019-04-23,2019-05-16,20,410
1015600,2023-02-22,2023-03-19,674,332
1015601,2020-06-04,2020-06-18,606,225
1015602,2021-01-20,2021-01-20,187,216
1015603,2018-01-28,2018-02-14,994,110
1015604,2019-06-04,2019-07-02,507,165
1015605,2023-07-27,2023-08-03,708,282
1015606,2021-02-04,2021-02-08,123,769
1015607,2015-07-31,2015-08-28,647,293
1015608,2020-11-01,2020-11-20,705,45
1015609,2014-10-26,2014-11-02,749,807
1015610,2019-10-11,2019-11-08,33,805
1015611,2018-09-07,2018-10-05,698,523
1015612,2017-07-01,2017-07-19,467,369
1015613,2023-01-13,2023-02-03,846,438
1015614,2021-05-30,2021-06-02,571,556
1015615,2020-09-03,2020-09-18,642,85
1015616,2023-06-05,2023-07-04,254,474
1015617,2016-10-03,2016-10-16,280,819
1015618,2020-10-11,2020-11-08,831,598
1015619,2019-03-11,2019-03-20,870,759
1015620,2019-09-15,2019-09-17,951,946
1015621,2022-01-26,2022-01-26,679,850
1015622,2023-11-11,2023-11-30,946,317
1015623,2019-05-17,2019-05-19,835,325
1015624,2016-09-05,2016-09-29,836,144
1015625,2018-08-18,2018-09-08,606,794
1015626,2016-05-29,2016-06-08,280,167
1015627,2018-05-14,2018-05-26,695,924
1015628,2014-09-21,2014-10-17,648,326
1015629,2017-04-03,2017-04-27,394,980
1015630,2015-08-19,2015-08-24,88,882
1015631,2016-07-08,2016-07-28,875,360
1015632,2014-11-19,2014-11-23,867,412
1015633,2022-05-19,2022-05-28,643,624
1015634,2023-08-11,2023-09-07,664,957
1015635,2019-01-14,2019-01-15,945,953
1015636,2019-03-12,2019-04-07,76,442
1015637,2022-04-30,2022-05-09,887,683
1015638,2021-09-20,2021-09-27,246,556
1015639,2022-07-19,2022-07-23,652,184
1015640,2016-02-28,2016-03-16,704,703
1015641,2018-12-04,2018-12-22,900,250
1015642,2021-11-13,2021-12-04,879,997
1015643,2019-11-19,2019-11-19,591,250
1015644,2020-06-14,2020-06-21,848,549
1015645,2016-06-06,2016-06-22,19,830
1015646,2017-04-27,2017-05-23,648,240
1015647,2019-02-05,2019-02-15,747,77
1015648,2017-04-14,2017-05-02,562,934
1015649,2020-05-07,2020-05-07,639,189
1015650,2017-12-07,2017-12-21,341,584
1015651,2023-09-26,2023-10-08,150,821
1015652,2018-09-09,2018-09-29,712,663
1015653,2023-09-21,2023-10-13,532,954
1015654,2018-12-19,2019-01-08,552,37
1015655,2018-04-03,2018-04-10,190,328
1015656,2023-06-10,2023-07-09,871,419
1015657,2019-11-08,2019-11-13,17,790
1015658,2020-06-08,2020-06-10,266,40
1015659,2017-08-31,2017-09-12,889,964
1015660,2017-02-22,2017-03-07,399,620
1015661,2015-06-15,2015-06-25,717,590
1015662,2016-11-23,2016-11-28,644,2
1015663,2018-12-25,2018-12-26,604,260
1015664,2018-09-23,2018-10-07,247,386
1015665,2022-09-21,2022-10-10,379,386
1015666,2017-04-21,2017-05-01,346,784
1015667,2017-07-13,2017-07-28,372,390
1015668,2020-05-19,2020-05-21,735,487
1015669,2017-12-27,2018-01-13,561,560
1015670,2018-05-28,2018-06-09,756,358
1015671,2019-06-30,2019-07-14,335,981
1015672,2017-12-25,2018-01-02,983,59
1015673,2018-09-07,2018-10-04,243,98
1015674,2022-01-05,2022-01-22,52,640
1015675,2022-11-18,2022-12-14,851,877
1015676,2022-11-17,2022-12-05,323,289
1015677,2022-08-08,2022-09-03,965,278
1015678,2018-12-06,2018-12-15,768,886
1015679,2023-07-04,2023-07-16,529,957
1015680,2014-09-06,2014-09-09,349,165
1015681,2015-07-12,2015-07-13,171,411
1015682,2020-06-17,2020-07-02,712,624
1015683,2015-12-03,2015-12-25,567,194
1015684,2021-07-10,2021-07-30,306,103
1015685,2014-09-26,2014-10-24,341,295
1015686,2021-12-16,2021-12-28,952,643
1015687,2021-06-04,2021-06-11,930,345
1015688,2017-03-17,2017-04-12,197,436
1015689,2020-04-22,2020-05-15,58,460
1015690,2023-04-09,2023-05-01,865,173
1015691,2016-09-26,2016-10-11,497,277
1015692,2018-11-16,2018-11-23,632,679
1015693,2019-02-24,2019-03-14,435,704
1015694,2021-09-23,2021-10-13,331,752
1015695,2016-05-14,2016-05-16,427,639
1015696,2016-02-06,2016-02-09,660,544
1015697,2022-10-30,2022-11-22,23,60
1015698,2020-03-07,2020-03-25,917,762
1015699,2017-10-20,2017-11-12,632,38
1015700,2020-07-19,2020-07-26,455,101
1015701,2019-01-02,2019-01-06,738,922
1015702,2023-11-04,2023-11-30,51,944
1015703,2023-06-13,2023-06-19,369,557
1015704,2023-03-09,2023-03-19,36,221
1015705,2023-08-24,2023-09-16,292,140
1015706,2015-09-23,2015-10-11,447,991
1015707,2014-06-27,2014-07-17,340,21
1015708,2021-12-12,2021-12-29,647,281
1015709,2014-12-13,2014-12-27,533,797
1015710,2023-01-05,2023-01-06,979,568
1015711,2016-06-27,2016-06-28,286,122
1015712,2017-01-30,2017-02-18,657,419
1015713,2021-06-01,2021-06-11,312,331
1015714,2022-11-06,2022-12-02,510,259
1015715,2023-07-07,2023-07-15,298,24
1015716,2021-01-31,2021-02-11,350,482
1015717,2015-12-07,2015-12-22,966,312
1015718,2018-08-20,2018-09-06,678,602
1015719,2015-01-31,2015-02-24,608,68
1015720,2018-08-16,2018-08-19,17,43
1015721,2017-07-01,2017-07-10,932,978
1015722,2019-04-09,2019-04-16,203,508
1015723,2020-04-10,2020-05-02,26,164
1015724,2019-02-08,2019-03-05,34,667
1015725,2019-09-02,2019-09-25,446,489
1015726,2020-03-03,2020-04-01,355,626
1015727,2021-04-18,2021-05-12,934,475
1015728,2018-10-28,2018-11-06,879,359
1015729,2015-09-26,2015-10-22,906,519
1015730,2019-02-18,2019-02-19,156,495
1015731,2021-07-15,2021-07-21,894,384
1015732,2017-07-18,2017-07-26,447,344
1015733,2022-12-21,2023-01-03,560,898
1015734,2021-12-10,2022-01-05,503,550
1015735,2021-05-04,2021-05-31,854,479
1015736,2022-04-05,2022-04-21,203,375
1015737,2018-04-14,2018-05-03,804,144
1015738,2023-08-09,2023-08-19,768,178
1015739,2019-11-07,2019-11-17,271,739
1015740,2019-12-02,2019-12-28,548,667
1015741,2021-08-13,2021-08-31,559,101
1015742,2016-05-24,2016-05-30,175,142
1015743,2016-03-07,2016-04-02,85,204
1015744,2015-06-04,2015-06-09,327,236
1015745,2021-03-10,2021-03-20,5,514
1015746,2020-08-09,2020-09-06,43,269
1015747,2021-12-05,2021-12-10,67,61
1015748,2019-03-28,2019-04-08,22,965
1015749,2017-02-09,2017-02-12,575,645
1015750,2021-04-27,2021-05-23,589,534
1015751,2021-04-16,2021-04-17,383,955
1015752,2018-07-04,2018-07-22,380,230
1015753,2017-04-15,2017-04-25,912,469
1015754,2016-07-24,2016-08-19,419,259
1015755,2023-06-29,2023-07-01,808,68
1015756,2022-06-25,2022-07-12,518,753
1015757,2020-10-14,2020-10-23,196,142
1015758,2019-06-16,2019-07-05,714,174
1015759,2021-10-16,2021-10-25,912,557
1015760,2018-04-21,2018-05-11,51,195
1015761,2015-12-01,2015-12-15,86,418
1015762,2017-10-23,2017-10-27,928,651
1015763,2021-07-18,2021-08-01,172,110
1015764,2016-11-05,2016-11-18,715,604
1015765,2020-09-09,2020-09-18,454,735
1015766,2018-12-20,2019-01-11,124,375
1015767,2018-07-05,2018-07-06,390,679
1015768,2016-03-03,2016-03-12,575,231
1015769,2020-10-11,2020-11-02,104,703
1015770,2017-04-12,2017-04-20,868,425
1015771,2016-03-21,2016-04-04,474,153
1015772,2022-01-15,2022-02-10,520,858
1015773,2018-05-07,2018-05-21,65,980
1015774,2017-06-06,2017-07-03,118,512
1015775,2023-03-26,2023-04-14,714,792
1015776,2019-04-07,2019-04-27,823,965
1015777,2019-09-14,2019-10-12,947,200
1015778,2021-01-28,2021-02-12,75,81
1015779,2022-05-27,2022-06-07,775,527
1015780,2021-06-21,2021-07-10,338,20
1015781,2016-12-11,2016-12-25,715,458
1015782,2017-01-31,2017-02-21,543,275
1015783,2020-07-15,2020-08-07,909,990
1015784,2016-09-10,2016-09-10,916,72
1015785,2019-04-16,2019-04-17,34,384
1015786,2019-04-07,2019-04-15,256,828
1015787,2018-06-17,2018-07-06,234,281
1015788,2020-01-10,2020-01-13,120,756
1015789,2020-12-31,2021-01-10,840,570
1015790,2018-02-06,2018-02-18,502,626
1015791,2019-12-18,2020-01-06,71,816
1015792,2014-07-11,2014-08-07,55,12
1015793,2016-04-17,2016-04-26,580,330
1015794,2017-06-11,2017-07-06,498,564
1015795,2017-09-27,2017-10-16,137,369
1015796,2016-08-09,2016-08-18,501,541
1015797,2017-07-23,2017-07-26,128,449
1015798,2017-01-21,2017-02-05,322,432
1015799,2016-06-13,2016-07-06,614,670
1015800,2015-08-08,2015-08-18,777,130
1015801,2015-03-05,2015-03-21,738,528
1015802,2022-06-04,2022-06-21,666,565
1015803,2016-06-17,2016-07-16,279,923
1015804,2019-01-31,2019-02-28,848,407
1015805,2023-05-05,2023-06-02,508,570
1015806,2022-04-14,2022-05-06,351,158
1015807,2015-09-17,2015-10-15,560,546
1015808,2021-07-06,2021-07-29,939,212
